Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
1980-12-12,28.75,28.87,28.75,28.75,1.21,0.0,1.0,0.4360513591057,0.4378713995611,0.4360513591057,0.4360513591057,117258400.0
